,Type,Severity,County,Date,Latitude,Longitude,DateCounty
573173,Rain,Light,Placer,04-17,39.275,-120.7097,04-17-Placer
573174,Rain,Light,Placer,04-17,39.275,-120.7097,04-17-Placer
573175,Rain,Light,Placer,04-17,39.275,-120.7097,04-17-Placer
573177,Rain,Light,Placer,04-20,39.275,-120.7097,04-20-Placer
573182,Rain,Light,Placer,05-12,39.275,-120.7097,05-12-Placer
573183,Rain,Moderate,Placer,05-12,39.275,-120.7097,05-12-Placer
573184,Rain,Light,Placer,05-12,39.275,-120.7097,05-12-Placer
573185,Rain,Moderate,Placer,05-12,39.275,-120.7097,05-12-Placer
573187,Rain,Light,Placer,05-12,39.275,-120.7097,05-12-Placer
573189,Rain,Light,Placer,05-12,39.275,-120.7097,05-12-Placer
573191,Rain,Light,Placer,05-12,39.275,-120.7097,05-12-Placer
573193,Rain,Light,Placer,05-12,39.275,-120.7097,05-12-Placer
573196,Rain,Light,Placer,05-13,39.275,-120.7097,05-13-Placer
573198,Rain,Light,Placer,05-13,39.275,-120.7097,05-13-Placer
573203,Rain,Light,Placer,05-13,39.275,-120.7097,05-13-Placer
573205,Rain,Light,Placer,05-14,39.275,-120.7097,05-14-Placer
573206,Rain,Light,Placer,05-14,39.275,-120.7097,05-14-Placer
573208,Rain,Light,Placer,05-14,39.275,-120.7097,05-14-Placer
573210,Rain,Light,Placer,05-14,39.275,-120.7097,05-14-Placer
573216,Rain,Light,Placer,05-14,39.275,-120.7097,05-14-Placer
573217,Rain,Light,Placer,05-14,39.275,-120.7097,05-14-Placer
573218,Rain,Light,Placer,05-14,39.275,-120.7097,05-14-Placer
573221,Rain,Light,Placer,05-17,39.275,-120.7097,05-17-Placer
573222,Rain,Moderate,Placer,05-17,39.275,-120.7097,05-17-Placer
573223,Rain,Light,Placer,05-17,39.275,-120.7097,05-17-Placer
573224,Rain,Light,Placer,05-17,39.275,-120.7097,05-17-Placer
573225,Rain,Moderate,Placer,05-17,39.275,-120.7097,05-17-Placer
573226,Rain,Light,Placer,05-17,39.275,-120.7097,05-17-Placer
573228,Rain,Light,Placer,05-17,39.275,-120.7097,05-17-Placer
573229,Rain,Moderate,Placer,05-17,39.275,-120.7097,05-17-Placer
573230,Rain,Light,Placer,05-17,39.275,-120.7097,05-17-Placer
573231,Rain,Moderate,Placer,05-17,39.275,-120.7097,05-17-Placer
573233,Rain,Light,Placer,05-18,39.275,-120.7097,05-18-Placer
573234,Rain,Moderate,Placer,05-18,39.275,-120.7097,05-18-Placer
573235,Rain,Light,Placer,05-18,39.275,-120.7097,05-18-Placer
573236,Rain,Moderate,Placer,05-18,39.275,-120.7097,05-18-Placer
573237,Rain,Light,Placer,05-18,39.275,-120.7097,05-18-Placer
573238,Rain,Moderate,Placer,05-18,39.275,-120.7097,05-18-Placer
573239,Rain,Light,Placer,05-18,39.275,-120.7097,05-18-Placer
573240,Rain,Moderate,Placer,05-18,39.275,-120.7097,05-18-Placer
573241,Rain,Light,Placer,05-18,39.275,-120.7097,05-18-Placer
573242,Rain,Moderate,Placer,05-18,39.275,-120.7097,05-18-Placer
573243,Rain,Light,Placer,05-18,39.275,-120.7097,05-18-Placer
573245,Rain,Light,Placer,05-18,39.275,-120.7097,05-18-Placer
573246,Rain,Moderate,Placer,05-18,39.275,-120.7097,05-18-Placer
573247,Rain,Light,Placer,05-18,39.275,-120.7097,05-18-Placer
573248,Rain,Moderate,Placer,05-18,39.275,-120.7097,05-18-Placer
573250,Rain,Light,Placer,05-18,39.275,-120.7097,05-18-Placer
573251,Rain,Moderate,Placer,05-18,39.275,-120.7097,05-18-Placer
573257,Rain,Light,Placer,05-18,39.275,-120.7097,05-18-Placer
573258,Rain,Light,Placer,05-18,39.275,-120.7097,05-18-Placer
573259,Rain,Light,Placer,05-18,39.275,-120.7097,05-18-Placer
573266,Rain,Light,Placer,05-18,39.275,-120.7097,05-18-Placer
573268,Rain,Light,Placer,05-19,39.275,-120.7097,05-19-Placer
573270,Rain,Light,Placer,05-19,39.275,-120.7097,05-19-Placer
573274,Rain,Light,Placer,05-19,39.275,-120.7097,05-19-Placer
573281,Rain,Light,Placer,05-19,39.275,-120.7097,05-19-Placer
573282,Rain,Light,Placer,05-19,39.275,-120.7097,05-19-Placer
573284,Rain,Light,Placer,05-19,39.275,-120.7097,05-19-Placer
573285,Rain,Light,Placer,05-19,39.275,-120.7097,05-19-Placer
573287,Rain,Light,Placer,05-19,39.275,-120.7097,05-19-Placer
573288,Rain,Light,Placer,05-19,39.275,-120.7097,05-19-Placer
573289,Rain,Light,Placer,05-19,39.275,-120.7097,05-19-Placer
573290,Rain,Light,Placer,05-20,39.275,-120.7097,05-20-Placer
573295,Rain,Light,Placer,05-20,39.275,-120.7097,05-20-Placer
573296,Rain,Moderate,Placer,05-20,39.275,-120.7097,05-20-Placer
573298,Rain,Light,Placer,05-20,39.275,-120.7097,05-20-Placer
573299,Rain,Light,Placer,05-20,39.275,-120.7097,05-20-Placer
573300,Rain,Light,Placer,05-20,39.275,-120.7097,05-20-Placer
573302,Rain,Light,Placer,05-30,39.275,-120.7097,05-30-Placer
573304,Rain,Light,Placer,05-30,39.275,-120.7097,05-30-Placer
573305,Rain,Light,Placer,05-30,39.275,-120.7097,05-30-Placer
573307,Rain,Light,Placer,05-30,39.275,-120.7097,05-30-Placer
573309,Rain,Light,Placer,05-31,39.275,-120.7097,05-31-Placer
573310,Rain,Light,Placer,05-31,39.275,-120.7097,05-31-Placer
573311,Rain,Light,Placer,06-07,39.275,-120.7097,06-07-Placer
573316,Rain,Light,Placer,06-13,39.275,-120.7097,06-13-Placer
573317,Rain,Light,Placer,06-13,39.275,-120.7097,06-13-Placer
573455,Rain,Light,Placer,11-06,39.275,-120.7097,11-06-Placer
573456,Rain,Moderate,Placer,11-06,39.275,-120.7097,11-06-Placer
573457,Rain,Light,Placer,11-06,39.275,-120.7097,11-06-Placer
573461,Rain,Light,Placer,11-13,39.275,-120.7097,11-13-Placer
573463,Rain,Light,Placer,11-13,39.275,-120.7097,11-13-Placer
573465,Rain,Moderate,Placer,11-13,39.275,-120.7097,11-13-Placer
573466,Rain,Light,Placer,11-14,39.275,-120.7097,11-14-Placer
573467,Rain,Moderate,Placer,11-14,39.275,-120.7097,11-14-Placer
573468,Rain,Light,Placer,11-14,39.275,-120.7097,11-14-Placer
573469,Rain,Light,Placer,11-14,39.275,-120.7097,11-14-Placer
573470,Rain,Light,Placer,11-14,39.275,-120.7097,11-14-Placer
573471,Rain,Moderate,Placer,11-14,39.275,-120.7097,11-14-Placer
573472,Rain,Light,Placer,11-14,39.275,-120.7097,11-14-Placer
573475,Rain,Light,Placer,11-18,39.275,-120.7097,11-18-Placer
573476,Rain,Moderate,Placer,11-18,39.275,-120.7097,11-18-Placer
573477,Rain,Light,Placer,11-18,39.275,-120.7097,11-18-Placer
573478,Rain,Moderate,Placer,11-18,39.275,-120.7097,11-18-Placer
573479,Rain,Light,Placer,11-18,39.275,-120.7097,11-18-Placer
573480,Rain,Moderate,Placer,11-18,39.275,-120.7097,11-18-Placer
573481,Rain,Light,Placer,11-18,39.275,-120.7097,11-18-Placer
573482,Rain,Moderate,Placer,11-18,39.275,-120.7097,11-18-Placer
573483,Rain,Light,Placer,11-18,39.275,-120.7097,11-18-Placer
573484,Rain,Moderate,Placer,11-18,39.275,-120.7097,11-18-Placer
573485,Rain,Light,Placer,11-18,39.275,-120.7097,11-18-Placer
573486,Rain,Moderate,Placer,11-18,39.275,-120.7097,11-18-Placer
573487,Rain,Light,Placer,11-18,39.275,-120.7097,11-18-Placer
573488,Rain,Moderate,Placer,11-18,39.275,-120.7097,11-18-Placer
573489,Rain,Light,Placer,11-18,39.275,-120.7097,11-18-Placer
573490,Rain,Moderate,Placer,11-18,39.275,-120.7097,11-18-Placer
573491,Rain,Light,Placer,11-18,39.275,-120.7097,11-18-Placer
573492,Rain,Moderate,Placer,11-18,39.275,-120.7097,11-18-Placer
573493,Rain,Light,Placer,11-18,39.275,-120.7097,11-18-Placer
573494,Rain,Moderate,Placer,11-18,39.275,-120.7097,11-18-Placer
573495,Rain,Heavy,Placer,11-18,39.275,-120.7097,11-18-Placer
573496,Rain,Light,Placer,11-18,39.275,-120.7097,11-18-Placer
573497,Rain,Moderate,Placer,11-18,39.275,-120.7097,11-18-Placer
573498,Rain,Light,Placer,11-18,39.275,-120.7097,11-18-Placer
573499,Rain,Moderate,Placer,11-18,39.275,-120.7097,11-18-Placer
573501,Rain,Light,Placer,11-18,39.275,-120.7097,11-18-Placer
573504,Rain,Light,Placer,11-18,39.275,-120.7097,11-18-Placer
573506,Rain,Light,Placer,11-18,39.275,-120.7097,11-18-Placer
573508,Rain,Light,Placer,11-18,39.275,-120.7097,11-18-Placer
573509,Rain,Moderate,Placer,11-18,39.275,-120.7097,11-18-Placer
573520,Rain,Light,Placer,12-12,39.275,-120.7097,12-12-Placer
573522,Rain,Light,Placer,12-12,39.275,-120.7097,12-12-Placer
573524,Rain,Light,Placer,12-12,39.275,-120.7097,12-12-Placer
573526,Rain,Light,Placer,12-12,39.275,-120.7097,12-12-Placer
573528,Rain,Light,Placer,12-12,39.275,-120.7097,12-12-Placer
573531,Rain,Light,Placer,12-12,39.275,-120.7097,12-12-Placer
573533,Rain,Light,Placer,12-12,39.275,-120.7097,12-12-Placer
573535,Rain,Light,Placer,12-12,39.275,-120.7097,12-12-Placer
573542,Rain,Light,Placer,12-13,39.275,-120.7097,12-13-Placer
573545,Rain,Light,Placer,12-13,39.275,-120.7097,12-13-Placer
573546,Rain,Moderate,Placer,12-13,39.275,-120.7097,12-13-Placer
573548,Rain,Light,Placer,12-13,39.275,-120.7097,12-13-Placer
573552,Rain,Light,Placer,12-14,39.275,-120.7097,12-14-Placer
573569,Rain,Light,Placer,12-16,39.275,-120.7097,12-16-Placer
573570,Rain,Light,Placer,12-17,39.275,-120.7097,12-17-Placer
573572,Rain,Light,Placer,12-17,39.275,-120.7097,12-17-Placer
573574,Rain,Light,Placer,12-17,39.275,-120.7097,12-17-Placer
573575,Rain,Light,Placer,12-17,39.275,-120.7097,12-17-Placer
573576,Rain,Light,Placer,12-17,39.275,-120.7097,12-17-Placer
573578,Rain,Light,Placer,12-17,39.275,-120.7097,12-17-Placer
573594,Rain,Light,Placer,12-25,39.275,-120.7097,12-25-Placer
573596,Rain,Light,Placer,12-25,39.275,-120.7097,12-25-Placer
573597,Rain,Moderate,Placer,12-26,39.275,-120.7097,12-26-Placer
573598,Rain,Light,Placer,12-26,39.275,-120.7097,12-26-Placer
573599,Rain,Light,Placer,12-26,39.275,-120.7097,12-26-Placer
573602,Rain,Moderate,Placer,12-26,39.275,-120.7097,12-26-Placer
573604,Rain,Moderate,Placer,12-26,39.275,-120.7097,12-26-Placer
573607,Rain,Moderate,Placer,12-26,39.275,-120.7097,12-26-Placer
573610,Rain,Light,Placer,12-26,39.275,-120.7097,12-26-Placer
573613,Rain,Light,Placer,12-26,39.275,-120.7097,12-26-Placer
627542,Rain,Light,Nevada,01-22,39.32,-120.1396,01-22-Nevada
627543,Rain,Light,Nevada,01-22,39.32,-120.1396,01-22-Nevada
627544,Rain,Light,Nevada,01-22,39.32,-120.1396,01-22-Nevada
627546,Rain,Light,Nevada,01-22,39.32,-120.1396,01-22-Nevada
627547,Rain,Light,Nevada,01-22,39.32,-120.1396,01-22-Nevada
627548,Rain,Light,Nevada,01-22,39.32,-120.1396,01-22-Nevada
627550,Rain,Light,Nevada,01-24,39.32,-120.1396,01-24-Nevada
627551,Rain,Light,Nevada,01-24,39.32,-120.1396,01-24-Nevada
627552,Rain,Light,Nevada,01-24,39.32,-120.1396,01-24-Nevada
627553,Rain,Light,Nevada,01-24,39.32,-120.1396,01-24-Nevada
627554,Rain,Light,Nevada,01-24,39.32,-120.1396,01-24-Nevada
627555,Rain,Light,Nevada,01-26,39.32,-120.1396,01-26-Nevada
627556,Rain,Light,Nevada,01-26,39.32,-120.1396,01-26-Nevada
627557,Rain,Light,Nevada,01-26,39.32,-120.1396,01-26-Nevada
627560,Rain,Light,Nevada,01-30,39.32,-120.1396,01-30-Nevada
627561,Rain,Light,Nevada,01-30,39.32,-120.1396,01-30-Nevada
627562,Rain,Light,Nevada,01-30,39.32,-120.1396,01-30-Nevada
627599,Rain,Light,Nevada,03-14,39.32,-120.1396,03-14-Nevada
627643,Rain,Light,Nevada,03-23,39.32,-120.1396,03-23-Nevada
627644,Rain,Light,Nevada,03-23,39.32,-120.1396,03-23-Nevada
627671,Rain,Light,Nevada,03-31,39.32,-120.1396,03-31-Nevada
627672,Rain,Light,Nevada,03-31,39.32,-120.1396,03-31-Nevada
627673,Rain,Light,Nevada,03-31,39.32,-120.1396,03-31-Nevada
627674,Rain,Light,Nevada,03-31,39.32,-120.1396,03-31-Nevada
627678,Rain,Light,Nevada,04-05,39.32,-120.1396,04-05-Nevada
627681,Rain,Light,Nevada,04-05,39.32,-120.1396,04-05-Nevada
627683,Rain,Light,Nevada,04-05,39.32,-120.1396,04-05-Nevada
627685,Rain,Light,Nevada,04-05,39.32,-120.1396,04-05-Nevada
627702,Rain,Light,Nevada,04-10,39.32,-120.1396,04-10-Nevada
627706,Rain,Light,Nevada,04-18,39.32,-120.1396,04-18-Nevada
627707,Rain,Light,Nevada,04-18,39.32,-120.1396,04-18-Nevada
627740,Rain,Light,Nevada,05-12,39.32,-120.1396,05-12-Nevada
627741,Rain,Light,Nevada,05-12,39.32,-120.1396,05-12-Nevada
627742,Rain,Light,Nevada,05-12,39.32,-120.1396,05-12-Nevada
627743,Rain,Light,Nevada,05-13,39.32,-120.1396,05-13-Nevada
627744,Rain,Light,Nevada,05-13,39.32,-120.1396,05-13-Nevada
627745,Rain,Light,Nevada,05-13,39.32,-120.1396,05-13-Nevada
627746,Rain,Light,Nevada,05-13,39.32,-120.1396,05-13-Nevada
627747,Rain,Light,Nevada,05-13,39.32,-120.1396,05-13-Nevada
627748,Rain,Light,Nevada,05-13,39.32,-120.1396,05-13-Nevada
627749,Rain,Light,Nevada,05-14,39.32,-120.1396,05-14-Nevada
627750,Rain,Light,Nevada,05-14,39.32,-120.1396,05-14-Nevada
627751,Rain,Light,Nevada,05-14,39.32,-120.1396,05-14-Nevada
627752,Rain,Light,Nevada,05-14,39.32,-120.1396,05-14-Nevada
627753,Rain,Light,Nevada,05-14,39.32,-120.1396,05-14-Nevada
627754,Rain,Light,Nevada,05-15,39.32,-120.1396,05-15-Nevada
627760,Rain,Light,Nevada,05-17,39.32,-120.1396,05-17-Nevada
627761,Rain,Light,Nevada,05-17,39.32,-120.1396,05-17-Nevada
627762,Rain,Light,Nevada,05-18,39.32,-120.1396,05-18-Nevada
627763,Rain,Moderate,Nevada,05-18,39.32,-120.1396,05-18-Nevada
627764,Rain,Light,Nevada,05-18,39.32,-120.1396,05-18-Nevada
627765,Rain,Light,Nevada,05-18,39.32,-120.1396,05-18-Nevada
627766,Rain,Light,Nevada,05-18,39.32,-120.1396,05-18-Nevada
627767,Rain,Light,Nevada,05-18,39.32,-120.1396,05-18-Nevada
627768,Rain,Light,Nevada,05-18,39.32,-120.1396,05-18-Nevada
627770,Rain,Light,Nevada,05-19,39.32,-120.1396,05-19-Nevada
627771,Rain,Light,Nevada,05-20,39.32,-120.1396,05-20-Nevada
627772,Rain,Light,Nevada,05-20,39.32,-120.1396,05-20-Nevada
627773,Rain,Light,Nevada,05-20,39.32,-120.1396,05-20-Nevada
627774,Rain,Light,Nevada,05-20,39.32,-120.1396,05-20-Nevada
627775,Rain,Light,Nevada,05-20,39.32,-120.1396,05-20-Nevada
627787,Rain,Light,Nevada,05-30,39.32,-120.1396,05-30-Nevada
627788,Rain,Light,Nevada,05-30,39.32,-120.1396,05-30-Nevada
627789,Rain,Light,Nevada,05-30,39.32,-120.1396,05-30-Nevada
627790,Rain,Light,Nevada,05-31,39.32,-120.1396,05-31-Nevada
627797,Rain,Light,Nevada,06-07,39.32,-120.1396,06-07-Nevada
627798,Rain,Light,Nevada,06-07,39.32,-120.1396,06-07-Nevada
627799,Rain,Light,Nevada,06-07,39.32,-120.1396,06-07-Nevada
627802,Rain,Light,Nevada,06-08,39.32,-120.1396,06-08-Nevada
627804,Rain,Light,Nevada,06-08,39.32,-120.1396,06-08-Nevada
627817,Rain,Light,Nevada,06-13,39.32,-120.1396,06-13-Nevada
627818,Rain,Light,Nevada,06-13,39.32,-120.1396,06-13-Nevada
627819,Rain,Light,Nevada,06-13,39.32,-120.1396,06-13-Nevada
627820,Rain,Light,Nevada,06-13,39.32,-120.1396,06-13-Nevada
627821,Rain,Light,Nevada,06-13,39.32,-120.1396,06-13-Nevada
627825,Rain,Light,Nevada,06-16,39.32,-120.1396,06-16-Nevada
627832,Rain,Light,Nevada,06-24,39.32,-120.1396,06-24-Nevada
627837,Rain,Light,Nevada,06-26,39.32,-120.1396,06-26-Nevada
627850,Rain,Light,Nevada,07-21,39.32,-120.1396,07-21-Nevada
627858,Rain,Light,Nevada,07-26,39.32,-120.1396,07-26-Nevada
627860,Rain,Light,Nevada,07-28,39.32,-120.1396,07-28-Nevada
627864,Rain,Light,Nevada,08-08,39.32,-120.1396,08-08-Nevada
627869,Rain,Light,Nevada,08-09,39.32,-120.1396,08-09-Nevada
627873,Rain,Light,Nevada,08-11,39.32,-120.1396,08-11-Nevada
627877,Rain,Light,Nevada,08-24,39.32,-120.1396,08-24-Nevada
627878,Rain,Light,Nevada,08-24,39.32,-120.1396,08-24-Nevada
627896,Rain,Light,Nevada,09-18,39.32,-120.1396,09-18-Nevada
627913,Rain,Light,Nevada,11-14,39.32,-120.1396,11-14-Nevada
627914,Rain,Light,Nevada,11-14,39.32,-120.1396,11-14-Nevada
627915,Rain,Light,Nevada,11-14,39.32,-120.1396,11-14-Nevada
627923,Rain,Light,Nevada,11-18,39.32,-120.1396,11-18-Nevada
627924,Rain,Moderate,Nevada,11-18,39.32,-120.1396,11-18-Nevada
627925,Rain,Light,Nevada,11-18,39.32,-120.1396,11-18-Nevada
627926,Rain,Moderate,Nevada,11-18,39.32,-120.1396,11-18-Nevada
627927,Rain,Light,Nevada,11-18,39.32,-120.1396,11-18-Nevada
627928,Rain,Moderate,Nevada,11-18,39.32,-120.1396,11-18-Nevada
627929,Rain,Light,Nevada,11-18,39.32,-120.1396,11-18-Nevada
627931,Rain,Light,Nevada,11-19,39.32,-120.1396,11-19-Nevada
627948,Rain,Light,Nevada,11-23,39.32,-120.1396,11-23-Nevada
627961,Rain,Light,Nevada,12-12,39.32,-120.1396,12-12-Nevada
628010,Rain,Light,Nevada,12-22,39.32,-120.1396,12-22-Nevada
628012,Rain,Light,Nevada,12-26,39.32,-120.1396,12-26-Nevada
628014,Rain,Light,Nevada,12-26,39.32,-120.1396,12-26-Nevada
644482,Rain,Light,San Bernardino,02-22,34.294,-116.1472,02-22-San Bernardino
644483,Rain,Moderate,San Bernardino,02-22,34.294,-116.1472,02-22-San Bernardino
644484,Rain,Light,San Bernardino,02-22,34.294,-116.1472,02-22-San Bernardino
644606,Rain,Light,San Bernardino,12-12,34.294,-116.1472,12-12-San Bernardino
644615,Rain,Light,San Bernardino,12-28,34.294,-116.1472,12-28-San Bernardino
644616,Rain,Light,San Bernardino,12-29,34.294,-116.1472,12-29-San Bernardino
653350,Rain,Light,Yuba,01-01,39.1361,-121.4366,01-01-Yuba
653353,Rain,Light,Yuba,01-04,39.1361,-121.4366,01-04-Yuba
653355,Rain,Light,Yuba,01-04,39.1361,-121.4366,01-04-Yuba
653357,Rain,Light,Yuba,01-04,39.1361,-121.4366,01-04-Yuba
653364,Rain,Light,Yuba,01-05,39.1361,-121.4366,01-05-Yuba
653366,Rain,Light,Yuba,01-05,39.1361,-121.4366,01-05-Yuba
653377,Rain,Light,Yuba,01-08,39.1361,-121.4366,01-08-Yuba
653379,Rain,Light,Yuba,01-08,39.1361,-121.4366,01-08-Yuba
653380,Rain,Light,Yuba,01-08,39.1361,-121.4366,01-08-Yuba
653385,Rain,Light,Yuba,01-09,39.1361,-121.4366,01-09-Yuba
653386,Rain,Light,Yuba,01-09,39.1361,-121.4366,01-09-Yuba
653388,Rain,Light,Yuba,01-09,39.1361,-121.4366,01-09-Yuba
653389,Rain,Light,Yuba,01-09,39.1361,-121.4366,01-09-Yuba
653390,Rain,Light,Yuba,01-09,39.1361,-121.4366,01-09-Yuba
653393,Rain,Light,Yuba,01-09,39.1361,-121.4366,01-09-Yuba
653394,Rain,Light,Yuba,01-11,39.1361,-121.4366,01-11-Yuba
653395,Rain,Light,Yuba,01-11,39.1361,-121.4366,01-11-Yuba
653396,Rain,Light,Yuba,01-13,39.1361,-121.4366,01-13-Yuba
653397,Rain,Light,Yuba,01-13,39.1361,-121.4366,01-13-Yuba
653398,Rain,Light,Yuba,01-14,39.1361,-121.4366,01-14-Yuba
653399,Rain,Light,Yuba,01-14,39.1361,-121.4366,01-14-Yuba
653400,Rain,Light,Yuba,01-14,39.1361,-121.4366,01-14-Yuba
653401,Rain,Light,Yuba,01-14,39.1361,-121.4366,01-14-Yuba
653402,Rain,Light,Yuba,01-14,39.1361,-121.4366,01-14-Yuba
653403,Rain,Light,Yuba,01-14,39.1361,-121.4366,01-14-Yuba
653404,Rain,Light,Yuba,01-14,39.1361,-121.4366,01-14-Yuba
653405,Rain,Light,Yuba,01-14,39.1361,-121.4366,01-14-Yuba
653406,Rain,Light,Yuba,01-14,39.1361,-121.4366,01-14-Yuba
653407,Rain,Light,Yuba,01-14,39.1361,-121.4366,01-14-Yuba
653408,Rain,Light,Yuba,01-16,39.1361,-121.4366,01-16-Yuba
653409,Rain,Light,Yuba,01-16,39.1361,-121.4366,01-16-Yuba
653410,Rain,Moderate,Yuba,01-16,39.1361,-121.4366,01-16-Yuba
653411,Rain,Light,Yuba,01-16,39.1361,-121.4366,01-16-Yuba
653412,Rain,Light,Yuba,01-16,39.1361,-121.4366,01-16-Yuba
653413,Rain,Light,Yuba,01-16,39.1361,-121.4366,01-16-Yuba
653420,Rain,Light,Yuba,01-19,39.1361,-121.4366,01-19-Yuba
653425,Rain,Light,Yuba,01-20,39.1361,-121.4366,01-20-Yuba
653427,Rain,Light,Yuba,01-21,39.1361,-121.4366,01-21-Yuba
653428,Rain,Light,Yuba,01-21,39.1361,-121.4366,01-21-Yuba
653429,Rain,Light,Yuba,01-21,39.1361,-121.4366,01-21-Yuba
653430,Rain,Light,Yuba,01-21,39.1361,-121.4366,01-21-Yuba
653431,Rain,Light,Yuba,01-21,39.1361,-121.4366,01-21-Yuba
653432,Rain,Light,Yuba,01-21,39.1361,-121.4366,01-21-Yuba
653433,Rain,Light,Yuba,01-21,39.1361,-121.4366,01-21-Yuba
653434,Rain,Light,Yuba,01-22,39.1361,-121.4366,01-22-Yuba
653435,Rain,Light,Yuba,01-22,39.1361,-121.4366,01-22-Yuba
653436,Rain,Light,Yuba,01-22,39.1361,-121.4366,01-22-Yuba
653437,Rain,Light,Yuba,01-22,39.1361,-121.4366,01-22-Yuba
653438,Rain,Light,Yuba,01-22,39.1361,-121.4366,01-22-Yuba
653439,Rain,Light,Yuba,01-22,39.1361,-121.4366,01-22-Yuba
653442,Rain,Light,Yuba,01-23,39.1361,-121.4366,01-23-Yuba
653444,Rain,Light,Yuba,01-23,39.1361,-121.4366,01-23-Yuba
653446,Rain,Light,Yuba,01-23,39.1361,-121.4366,01-23-Yuba
653448,Rain,Light,Yuba,01-23,39.1361,-121.4366,01-23-Yuba
653450,Rain,Light,Yuba,01-24,39.1361,-121.4366,01-24-Yuba
653459,Rain,Light,Yuba,01-26,39.1361,-121.4366,01-26-Yuba
653460,Rain,Light,Yuba,01-26,39.1361,-121.4366,01-26-Yuba
653461,Rain,Light,Yuba,01-26,39.1361,-121.4366,01-26-Yuba
653462,Rain,Light,Yuba,01-26,39.1361,-121.4366,01-26-Yuba
653463,Rain,Light,Yuba,01-26,39.1361,-121.4366,01-26-Yuba
653464,Rain,Light,Yuba,01-26,39.1361,-121.4366,01-26-Yuba
653465,Rain,Light,Yuba,01-26,39.1361,-121.4366,01-26-Yuba
653466,Rain,Moderate,Yuba,01-26,39.1361,-121.4366,01-26-Yuba
653468,Rain,Light,Yuba,01-26,39.1361,-121.4366,01-26-Yuba
653470,Rain,Light,Yuba,01-26,39.1361,-121.4366,01-26-Yuba
653472,Rain,Light,Yuba,01-26,39.1361,-121.4366,01-26-Yuba
653474,Rain,Light,Yuba,01-26,39.1361,-121.4366,01-26-Yuba
653475,Rain,Light,Yuba,01-28,39.1361,-121.4366,01-28-Yuba
653476,Rain,Light,Yuba,01-28,39.1361,-121.4366,01-28-Yuba
653477,Rain,Light,Yuba,01-28,39.1361,-121.4366,01-28-Yuba
653478,Rain,Light,Yuba,01-28,39.1361,-121.4366,01-28-Yuba
653484,Rain,Light,Yuba,02-02,39.1361,-121.4366,02-02-Yuba
653492,Rain,Light,Yuba,02-16,39.1361,-121.4366,02-16-Yuba
653495,Rain,Light,Yuba,02-29,39.1361,-121.4366,02-29-Yuba
653496,Rain,Light,Yuba,02-29,39.1361,-121.4366,02-29-Yuba
653497,Rain,Light,Yuba,03-01,39.1361,-121.4366,03-01-Yuba
653498,Rain,Light,Yuba,03-01,39.1361,-121.4366,03-01-Yuba
653499,Rain,Light,Yuba,03-01,39.1361,-121.4366,03-01-Yuba
653500,Rain,Light,Yuba,03-07,39.1361,-121.4366,03-07-Yuba
653501,Rain,Light,Yuba,03-07,39.1361,-121.4366,03-07-Yuba
653502,Rain,Light,Yuba,03-07,39.1361,-121.4366,03-07-Yuba
653503,Rain,Light,Yuba,03-07,39.1361,-121.4366,03-07-Yuba
653504,Rain,Light,Yuba,03-07,39.1361,-121.4366,03-07-Yuba
653505,Rain,Light,Yuba,03-07,39.1361,-121.4366,03-07-Yuba
653506,Rain,Light,Yuba,03-07,39.1361,-121.4366,03-07-Yuba
653507,Rain,Light,Yuba,03-07,39.1361,-121.4366,03-07-Yuba
653508,Rain,Light,Yuba,03-08,39.1361,-121.4366,03-08-Yuba
653509,Rain,Light,Yuba,03-14,39.1361,-121.4366,03-14-Yuba
653510,Rain,Light,Yuba,03-14,39.1361,-121.4366,03-14-Yuba
653511,Rain,Light,Yuba,03-14,39.1361,-121.4366,03-14-Yuba
653512,Rain,Light,Yuba,03-14,39.1361,-121.4366,03-14-Yuba
653513,Rain,Light,Yuba,03-14,39.1361,-121.4366,03-14-Yuba
653514,Rain,Light,Yuba,03-14,39.1361,-121.4366,03-14-Yuba
653515,Rain,Light,Yuba,03-14,39.1361,-121.4366,03-14-Yuba
653516,Rain,Light,Yuba,03-14,39.1361,-121.4366,03-14-Yuba
653517,Rain,Light,Yuba,03-14,39.1361,-121.4366,03-14-Yuba
653518,Rain,Light,Yuba,03-14,39.1361,-121.4366,03-14-Yuba
653519,Rain,Light,Yuba,03-14,39.1361,-121.4366,03-14-Yuba
653520,Rain,Light,Yuba,03-14,39.1361,-121.4366,03-14-Yuba
653521,Rain,Light,Yuba,03-15,39.1361,-121.4366,03-15-Yuba
653522,Rain,Light,Yuba,03-15,39.1361,-121.4366,03-15-Yuba
653523,Rain,Light,Yuba,03-15,39.1361,-121.4366,03-15-Yuba
653524,Rain,Light,Yuba,03-15,39.1361,-121.4366,03-15-Yuba
653525,Rain,Light,Yuba,03-15,39.1361,-121.4366,03-15-Yuba
653526,Rain,Moderate,Yuba,03-15,39.1361,-121.4366,03-15-Yuba
653527,Rain,Light,Yuba,03-15,39.1361,-121.4366,03-15-Yuba
653528,Rain,Light,Yuba,03-15,39.1361,-121.4366,03-15-Yuba
653529,Rain,Light,Yuba,03-15,39.1361,-121.4366,03-15-Yuba
653530,Rain,Light,Yuba,03-15,39.1361,-121.4366,03-15-Yuba
